joypowerleft1: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,255,199,199,199,199,232,199,199,199,199,199,199,199,
199,199,255,63,255,199,244,232,232,232,232,199,199,199,199,199,
199,199,199,255,199,199,63,63,232,232,199,199,199,199,199,199,
199,199,199,199,199,199,63,63,63,199,199,199,63,199,199,199,
199,199,199,63,199,199,199,63,199,199,199,63,199,199,199,199,
199,199,199,199,63,63,63,124,124,63,63,199,199,199,199,199,
199,199,199,199,199,199,199,124,124,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,244,124,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,124,124,244,199,199,199,199,199,199,
199,199,199,199,199,199,199,244,124,124,124,199,199,199,199,199,
199,199,199,199,199,199,199,124,124,244,199,199,199,199,199,199,
199,199,199,199,199,199,199,63,199,63,199,199,199,199,199,199,
199,199,199,199,199,199,199,63,199,63,199,199,199,199,199,199,
199,199,199,199,199,199,199,63,199,63,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


