disgustpowerleft2: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,32,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,32,199,199,199,199,199,199,199,199,199,32,199,199,
199,199,199,199,199,199,199,25,25,25,25,199,199,199,32,199,
199,199,199,199,199,199,25,32,32,32,25,199,199,199,199,199,
199,199,199,199,199,199,199,116,116,116,25,199,199,199,199,199,
199,199,199,199,199,199,199,158,116,116,25,25,199,199,199,199,
199,199,199,199,199,116,199,199,141,141,199,199,199,199,199,199,
199,199,199,199,199,116,116,116,180,180,141,199,199,199,199,199,
199,199,199,199,199,199,199,199,180,116,116,199,199,199,199,199,
199,199,199,199,199,199,199,180,180,180,180,180,199,199,199,199,
199,199,199,199,199,199,199,199,25,199,25,199,199,199,199,199,
199,199,199,199,199,199,199,199,25,199,141,199,199,199,199,199,
199,199,199,199,199,199,199,199,141,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


